			3389-Left	3389-Right
1113.	 55.3 	 C2 - 3.5 mA	 C3 - 3.5 mA 	 (1.00 / 1.00) 
1114.	 55.2 	 C3 - 3.5 mA	 C2 - 3.0 mA 	 (1.00 / 1.00) 
1115.	 54.9 	 C2 - 4.0 mA	 C3 - 4.5 mA 	 (1.00 / 1.00) 
1116.	 54.7 	 C2 - 1.5 mA	 C0 - 2.0 mA 	 (1.00 / 1.00) 
1117.	 54.5 	 C3 - 2.0 mA	 C2 - 2.5 mA 	 (1.00 / 1.00) 
1118.	 54.5 	 C3 - 2.0 mA	 C2 - 3.5 mA 	 (1.00 / 1.00) 
1119.	 54.5 	 C1 - 1.5 mA	 C3 - 3.0 mA 	 (1.00 / 1.00) 
1120.	 54.5 	 C3 - 2.0 mA	 C2 - 4.5 mA 	 (1.00 / 1.00) 
1121.	 54.4 	 C2 - 1.5 mA	 C1 - 3.5 mA 	 (1.00 / 1.00) 
1122.	 54.4 	 C3 - 1.5 mA	 C2 - 5.5 mA 	 (1.00 / 1.00) 
1123.	 54.4 	 C2 - 3.0 mA	 C3 - 2.0 mA 	 (1.00 / 1.00) 
1124.	 54.3 	 C1 - 1.5 mA	 C3 - 3.5 mA 	 (1.00 / 1.00) 
1125.	 54.2 	 C3 - 1.5 mA	 C2 - 5.0 mA 	 (1.00 / 1.00) 
1126.	 54.1 	 C3 - 4.5 mA	 C2 - 1.5 mA 	 (1.00 / 1.00) 
1127.	 54.0 	 C3 - 3.5 mA	 C2 - 2.5 mA 	 (1.00 / 1.00) 
1128.	 54.0 	 C3 - 3.5 mA	 C2 - 4.5 mA 	 (1.00 / 1.00) 
1129.	 54.0 	 C3 - 3.5 mA	 C2 - 3.5 mA 	 (1.00 / 1.00) 
1130.	 53.6 	 C3 - 3.0 mA	 C2 - 1.5 mA 	 (1.00 / 1.00) 
1131.	 53.6 	 C3 - 2.5 mA	 C2 - 1.5 mA 	 (1.00 / 1.00) 
1132.	 53.6 	 C2 - 1.5 mA	 C0 - 1.5 mA 	 (1.00 / 1.00) 
1133.	 53.4 	 C3 - 2.0 mA	 C2 - 4.0 mA 	 (1.00 / 1.00) 
1134.	 53.4 	 C3 - 1.5 mA	 C1 - 2.0 mA 	 (1.00 / 1.00) 
1135.	 53.3 	 C3 - 1.5 mA	 C1 - 3.0 mA 	 (1.00 / 1.00) 
1136.	 53.1 	 C2 - 3.5 mA	 C3 - 4.0 mA 	 (1.00 / 1.00) 
1137.	 53.1 	 C3 - 3.5 mA	 C2 - 4.0 mA 	 (1.00 / 1.00) 
1138.	 52.8 	 C2 - 1.5 mA	 C2 - 5.5 mA 	 (1.00 / 1.00) 
1139.	 52.8 	 C3 - 4.0 mA	 C2 - 1.5 mA 	 (1.00 / 1.00) 
1140.	 52.8 	 C3 - 1.5 mA	 C2 - 3.0 mA 	 (1.00 / 1.00) 
1141.	 52.7 	 C3 - 1.5 mA	 C1 - 1.5 mA 	 (1.00 / 1.00) 
1142.	 52.7 	 C2 - 4.5 mA	 C3 - 5.5 mA 	 (1.00 / 1.00) 
1143.	 52.7 	 C2 - 4.5 mA	 C3 - 5.0 mA 	 (1.00 / 1.00) 
1144.	 52.6 	 C3 - 4.5 mA	 C2 - 2.0 mA 	 (1.00 / 1.00) 
1145.	 52.5 	 C2 - 1.5 mA	 C2 - 5.0 mA 	 (1.00 / 1.00) 
1146.	 52.5 	 C2 - 3.0 mA	 C3 - 2.5 mA 	 (1.00 / 1.00) 
1147.	 52.5 	 C2 - 3.5 mA	 C3 - 4.5 mA 	 (1.00 / 1.00) 
1148.	 52.1 	 C3 - 3.0 mA	 C2 - 2.0 mA 	 (1.00 / 1.00) 
1149.	 52.0 	 C1 - 1.5 mA	 C3 - 4.0 mA 	 (1.00 / 1.00) 
1150.	 52.0 	 C3 - 2.5 mA	 C2 - 2.0 mA 	 (1.00 / 1.00) 
1151.	 51.6 	 C2 - 2.0 mA	 C2 - 1.5 mA 	 (1.00 / 1.00) 
1152.	 51.5 	 C3 - 1.5 mA	 C1 - 2.5 mA 	 (1.00 / 1.00) 
1153.	 51.5 	 C3 - 4.0 mA	 C2 - 2.0 mA 	 (1.00 / 1.00) 
1154.	 51.3 	 C3 - 1.5 mA	 C2 - 2.5 mA 	 (1.00 / 1.00) 
1155.	 51.3 	 C3 - 1.5 mA	 C2 - 3.5 mA 	 (1.00 / 1.00) 
1156.	 51.2 	 C1 - 1.5 mA	 C3 - 4.5 mA 	 (1.00 / 1.00) 
1157.	 50.9 	 C3 - 1.5 mA	 C2 - 4.5 mA 	 (1.00 / 1.00) 
1158.	 50.9 	 C2 - 1.5 mA	 C2 - 3.0 mA 	 (1.00 / 1.00) 
1159.	 50.9 	 C2 - 1.5 mA	 C1 - 3.0 mA 	 (1.00 / 1.00) 
1160.	 50.8 	 C2 - 3.0 mA	 C3 - 3.0 mA 	 (1.00 / 1.00) 
1161.	 50.8 	 C2 - 3.0 mA	 C3 - 3.5 mA 	 (1.00 / 1.00) 
1162.	 50.1 	 C3 - 5.5 mA	 C3 - 1.5 mA 	 (1.00 / 1.00) 
1163.	 50.0 	 C2 - 2.0 mA	 C2 - 2.0 mA 	 (1.00 / 1.00) 
1164.	 49.9 	 C3 - 1.5 mA	 C2 - 4.0 mA 	 (1.00 / 1.00) 
1165.	 49.9 	 C2 - 4.0 mA	 C3 - 5.5 mA 	 (1.00 / 1.00) 
1166.	 49.8 	 C2 - 4.0 mA	 C3 - 5.0 mA 	 (1.00 / 1.00) 
1167.	 49.7 	 C3 - 3.5 mA	 C2 - 1.5 mA 	 (1.00 / 1.00) 
1168.	 49.5 	 C3 - 2.0 mA	 C2 - 1.5 mA 	 (1.00 / 1.00) 
1169.	 49.5 	 C2 - 1.5 mA	 C1 - 2.0 mA 	 (1.00 / 1.00) 
1170.	 49.3 	 C2 - 1.5 mA	 C2 - 3.5 mA 	 (1.00 / 1.00) 
1171.	 49.2 	 C2 - 1.5 mA	 C2 - 2.5 mA 	 (1.00 / 1.00) 
1172.	 49.0 	 C2 - 2.5 mA	 C3 - 1.5 mA 	 (1.00 / 1.00) 
1173.	 48.8 	 C2 - 1.5 mA	 C2 - 4.5 mA 	 (1.00 / 1.00) 
1174.	 48.7 	 C3 - 3.5 mA	 C2 - 2.0 mA 	 (1.00 / 1.00) 
1175.	 48.5 	 C3 - 2.0 mA	 C2 - 2.0 mA 	 (1.00 / 1.00) 
1176.	 48.4 	 C3 - 5.0 mA	 C3 - 1.5 mA 	 (1.00 / 1.00) 
1177.	 48.4 	 C2 - 3.0 mA	 C3 - 4.0 mA 	 (1.00 / 1.00) 
1178.	 48.3 	 C2 - 1.5 mA	 C1 - 2.5 mA 	 (1.00 / 1.00) 
1179.	 48.2 	 C3 - 5.5 mA	 C3 - 2.0 mA 	 (1.00 / 1.00) 
1180.	 47.8 	 C2 - 1.5 mA	 C1 - 1.5 mA 	 (1.00 / 1.00) 
1181.	 47.7 	 C2 - 1.5 mA	 C2 - 4.0 mA 	 (1.00 / 1.00) 
1182.	 47.6 	 C2 - 3.0 mA	 C3 - 4.5 mA 	 (1.00 / 1.00) 
1183.	 47.1 	 C3 - 5.5 mA	 C3 - 2.5 mA 	 (1.00 / 1.00) 
1184.	 46.8 	 C2 - 3.5 mA	 C3 - 5.0 mA 	 (1.00 / 1.00) 
1185.	 46.8 	 C2 - 3.5 mA	 C3 - 5.5 mA 	 (1.00 / 1.00) 
1186.	 46.6 	 C3 - 5.0 mA	 C3 - 2.0 mA 	 (1.00 / 1.00) 
1187.	 46.5 	 C2 - 2.5 mA	 C3 - 2.0 mA 	 (1.00 / 1.00) 
1188.	 45.8 	 C3 - 5.5 mA	 C3 - 3.5 mA 	 (1.00 / 1.00) 
1189.	 45.8 	 C3 - 5.5 mA	 C3 - 3.0 mA 	 (1.00 / 1.00) 
1190.	 45.5 	 C3 - 5.0 mA	 C3 - 2.5 mA 	 (1.00 / 1.00) 
1191.	 45.0 	 C2 - 2.5 mA	 C3 - 2.5 mA 	 (1.00 / 1.00) 
1192.	 44.9 	 C3 - 1.5 mA	 C2 - 1.5 mA 	 (1.00 / 1.00) 
1193.	 44.6 	 C3 - 1.5 mA	 C2 - 2.0 mA 	 (1.00 / 1.00) 
1194.	 44.4 	 C1 - 1.5 mA	 C3 - 5.0 mA 	 (1.00 / 1.00) 
1195.	 44.2 	 C3 - 5.0 mA	 C3 - 3.5 mA 	 (1.00 / 1.00) 
1196.	 44.2 	 C3 - 5.0 mA	 C3 - 3.0 mA 	 (1.00 / 1.00) 
1197.	 44.1 	 C3 - 4.5 mA	 C3 - 1.5 mA 	 (1.00 / 1.00) 
1198.	 43.9 	 C3 - 5.5 mA	 C3 - 4.0 mA 	 (1.00 / 1.00) 
1199.	 43.8 	 C1 - 1.5 mA	 C3 - 5.5 mA 	 (1.00 / 1.00) 
1200.	 43.3 	 C2 - 2.5 mA	 C3 - 3.5 mA 	 (1.00 / 1.00) 
1201.	 43.3 	 C2 - 2.5 mA	 C3 - 3.0 mA 	 (1.00 / 1.00) 
1202.	 43.2 	 C3 - 5.5 mA	 C3 - 4.5 mA 	 (1.00 / 1.00) 
1203.	 42.5 	 C3 - 4.5 mA	 C3 - 2.0 mA 	 (1.00 / 1.00) 
1204.	 42.3 	 C3 - 4.0 mA	 C3 - 1.5 mA 	 (1.00 / 1.00) 
1205.	 42.2 	 C3 - 5.0 mA	 C3 - 4.0 mA 	 (1.00 / 1.00) 
1206.	 41.9 	 C3 - 3.0 mA	 C3 - 1.5 mA 	 (1.00 / 1.00) 
1207.	 41.5 	 C3 - 5.0 mA	 C3 - 4.5 mA 	 (1.00 / 1.00) 
1208.	 41.4 	 C3 - 4.5 mA	 C3 - 2.5 mA 	 (1.00 / 1.00) 
1209.	 41.3 	 C2 - 3.0 mA	 C3 - 5.0 mA 	 (1.00 / 1.00) 
1210.	 41.2 	 C2 - 3.0 mA	 C3 - 5.5 mA 	 (1.00 / 1.00) 
1211.	 41.2 	 C2 - 1.5 mA	 C2 - 2.0 mA 	 (1.00 / 1.00) 
1212.	 41.1 	 C3 - 2.5 mA	 C3 - 1.5 mA 	 (1.00 / 1.00) 
1213.	 40.8 	 C3 - 4.0 mA	 C3 - 2.0 mA 	 (1.00 / 1.00) 
1214.	 40.8 	 C2 - 1.5 mA	 C2 - 1.5 mA 	 (1.00 / 1.00) 
1215.	 40.6 	 C2 - 2.5 mA	 C3 - 4.0 mA 	 (1.00 / 1.00) 
1216.	 40.2 	 C3 - 3.0 mA	 C3 - 2.0 mA 	 (1.00 / 1.00) 
1217.	 40.2 	 C3 - 4.5 mA	 C3 - 3.5 mA 	 (1.00 / 1.00) 
1218.	 40.1 	 C3 - 4.5 mA	 C3 - 3.0 mA 	 (1.00 / 1.00) 
1219.	 39.8 	 C3 - 4.0 mA	 C3 - 2.5 mA 	 (1.00 / 1.00) 
1220.	 39.6 	 C2 - 2.5 mA	 C3 - 4.5 mA 	 (1.00 / 1.00) 
1221.	 39.4 	 C3 - 2.5 mA	 C3 - 2.0 mA 	 (1.00 / 1.00) 
1222.	 39.1 	 C3 - 3.0 mA	 C3 - 2.5 mA 	 (1.00 / 1.00) 
1223.	 38.6 	 C3 - 3.5 mA	 C3 - 1.5 mA 	 (1.00 / 1.00) 
1224.	 38.5 	 C3 - 4.0 mA	 C3 - 3.5 mA 	 (1.00 / 1.00) 
1225.	 38.4 	 C3 - 4.0 mA	 C3 - 3.0 mA 	 (1.00 / 1.00) 
1226.	 38.4 	 C3 - 5.5 mA	 C3 - 5.0 mA 	 (1.00 / 1.00) 
1227.	 38.3 	 C3 - 2.5 mA	 C3 - 2.5 mA 	 (1.00 / 1.00) 
1228.	 38.2 	 C3 - 5.5 mA	 C3 - 5.5 mA 	 (1.00 / 1.00) 
1229.	 37.9 	 C3 - 4.5 mA	 C3 - 4.0 mA 	 (1.00 / 1.00) 
1230.	 37.7 	 C3 - 3.0 mA	 C3 - 3.5 mA 	 (1.00 / 1.00) 
1231.	 37.7 	 C3 - 3.0 mA	 C3 - 3.0 mA 	 (1.00 / 1.00) 
1232.	 37.3 	 C3 - 3.5 mA	 C3 - 2.0 mA 	 (1.00 / 1.00) 
1233.	 37.2 	 C2 - 2.0 mA	 C3 - 1.5 mA 	 (1.00 / 1.00) 
1234.	 37.1 	 C3 - 4.5 mA	 C3 - 4.5 mA 	 (1.00 / 1.00) 
1235.	 36.9 	 C3 - 2.5 mA	 C3 - 3.5 mA 	 (1.00 / 1.00) 
1236.	 36.8 	 C3 - 2.5 mA	 C3 - 3.0 mA 	 (1.00 / 1.00) 
1237.	 36.5 	 C3 - 3.5 mA	 C3 - 2.5 mA 	 (1.00 / 1.00) 
1238.	 36.4 	 C3 - 5.0 mA	 C3 - 5.0 mA 	 (1.00 / 1.00) 
1239.	 36.3 	 C3 - 2.0 mA	 C3 - 1.5 mA 	 (1.00 / 1.00) 
1240.	 36.2 	 C3 - 5.0 mA	 C3 - 5.5 mA 	 (1.00 / 1.00) 
1241.	 36.2 	 C3 - 4.0 mA	 C3 - 4.0 mA 	 (1.00 / 1.00) 
1242.	 35.8 	 C2 - 2.0 mA	 C3 - 2.0 mA 	 (1.00 / 1.00) 
1243.	 35.2 	 C3 - 4.0 mA	 C3 - 4.5 mA 	 (1.00 / 1.00) 
1244.	 35.1 	 C3 - 3.5 mA	 C3 - 3.5 mA 	 (1.00 / 1.00) 
1245.	 35.1 	 C3 - 3.0 mA	 C3 - 4.0 mA 	 (1.00 / 1.00) 
1246.	 35.1 	 C3 - 3.5 mA	 C3 - 3.0 mA 	 (1.00 / 1.00) 
1247.	 35.0 	 C3 - 2.0 mA	 C3 - 2.0 mA 	 (1.00 / 1.00) 
1248.	 34.8 	 C2 - 2.0 mA	 C3 - 2.5 mA 	 (1.00 / 1.00) 
1249.	 34.1 	 C3 - 2.5 mA	 C3 - 4.0 mA 	 (1.00 / 1.00) 
1250.	 34.1 	 C3 - 2.0 mA	 C3 - 2.5 mA 	 (1.00 / 1.00) 
1251.	 34.0 	 C3 - 3.0 mA	 C3 - 4.5 mA 	 (1.00 / 1.00) 
1252.	 33.3 	 C2 - 2.0 mA	 C3 - 3.5 mA 	 (1.00 / 1.00) 
1253.	 33.2 	 C2 - 2.0 mA	 C3 - 3.0 mA 	 (1.00 / 1.00) 
1254.	 32.9 	 C3 - 2.5 mA	 C3 - 4.5 mA 	 (1.00 / 1.00) 
1255.	 32.7 	 C2 - 2.5 mA	 C3 - 5.0 mA 	 (1.00 / 1.00) 
1256.	 32.6 	 C3 - 3.5 mA	 C3 - 4.0 mA 	 (1.00 / 1.00) 
1257.	 32.5 	 C3 - 2.0 mA	 C3 - 3.5 mA 	 (1.00 / 1.00) 
1258.	 32.5 	 C3 - 2.0 mA	 C3 - 3.0 mA 	 (1.00 / 1.00) 
1259.	 32.3 	 C2 - 2.5 mA	 C3 - 5.5 mA 	 (1.00 / 1.00) 
1260.	 31.5 	 C3 - 4.5 mA	 C3 - 5.0 mA 	 (1.00 / 1.00) 
1261.	 31.5 	 C3 - 3.5 mA	 C3 - 4.5 mA 	 (1.00 / 1.00) 
1262.	 31.1 	 C3 - 4.5 mA	 C3 - 5.5 mA 	 (1.00 / 1.00) 
1263.	 30.8 	 C3 - 1.5 mA	 C3 - 1.5 mA 	 (1.00 / 1.00) 
1264.	 30.3 	 C2 - 2.0 mA	 C3 - 4.0 mA 	 (1.00 / 1.00) 
1265.	 30.0 	 C3 - 1.5 mA	 C3 - 2.0 mA 	 (1.00 / 1.00) 
1266.	 29.5 	 C3 - 2.0 mA	 C3 - 4.0 mA 	 (1.00 / 1.00) 
1267.	 29.4 	 C3 - 4.0 mA	 C3 - 5.0 mA 	 (1.00 / 1.00) 
1268.	 29.3 	 C3 - 1.5 mA	 C3 - 2.5 mA 	 (1.00 / 1.00) 
1269.	 28.9 	 C3 - 4.0 mA	 C3 - 5.5 mA 	 (1.00 / 1.00) 
1270.	 28.9 	 C2 - 2.0 mA	 C3 - 4.5 mA 	 (1.00 / 1.00) 
1271.	 28.0 	 C3 - 2.0 mA	 C3 - 4.5 mA 	 (1.00 / 1.00) 
1272.	 27.8 	 C3 - 1.5 mA	 C3 - 3.5 mA 	 (1.00 / 1.00) 
1273.	 27.8 	 C3 - 1.5 mA	 C3 - 3.0 mA 	 (1.00 / 1.00) 
1274.	 27.3 	 C3 - 3.0 mA	 C3 - 5.0 mA 	 (1.00 / 1.00) 
1275.	 26.5 	 C3 - 3.0 mA	 C3 - 5.5 mA 	 (1.00 / 1.00) 
1276.	 25.7 	 C3 - 2.5 mA	 C3 - 5.0 mA 	 (1.00 / 1.00) 
1277.	 25.2 	 C2 - 1.5 mA	 C3 - 2.0 mA 	 (1.00 / 1.00) 
1278.	 25.2 	 C3 - 3.5 mA	 C3 - 5.0 mA 	 (1.00 / 1.00) 
1279.	 25.1 	 C2 - 1.5 mA	 C3 - 1.5 mA 	 (1.00 / 1.00) 
1280.	 25.0 	 C2 - 1.5 mA	 C3 - 2.5 mA 	 (1.00 / 1.00) 
1281.	 24.9 	 C3 - 2.5 mA	 C3 - 5.5 mA 	 (1.00 / 1.00) 
1282.	 24.5 	 C3 - 3.5 mA	 C3 - 5.5 mA 	 (1.00 / 1.00) 
1283.	 24.5 	 C3 - 1.5 mA	 C3 - 4.0 mA 	 (1.00 / 1.00) 
1284.	 23.7 	 C2 - 1.5 mA	 C3 - 3.5 mA 	 (1.00 / 1.00) 
1285.	 23.5 	 C2 - 1.5 mA	 C3 - 3.0 mA 	 (1.00 / 1.00) 
1286.	 22.5 	 C3 - 1.5 mA	 C3 - 4.5 mA 	 (1.00 / 1.00) 
1287.	 21.3 	 C2 - 2.0 mA	 C3 - 5.0 mA 	 (1.00 / 1.00) 
1288.	 20.5 	 C2 - 2.0 mA	 C3 - 5.5 mA 	 (1.00 / 1.00) 
1289.	 20.2 	 C2 - 1.5 mA	 C3 - 4.0 mA 	 (1.00 / 1.00) 
1290.	 20.1 	 C3 - 2.0 mA	 C3 - 5.0 mA 	 (1.00 / 1.00) 
1291.	 18.8 	 C3 - 2.0 mA	 C3 - 5.5 mA 	 (1.00 / 1.00) 
1292.	 18.3 	 C2 - 1.5 mA	 C3 - 4.5 mA 	 (1.00 / 1.00) 
1293.	 13.8 	 C3 - 1.5 mA	 C3 - 5.0 mA 	 (1.00 / 1.00) 
1294.	 11.9 	 C3 - 1.5 mA	 C3 - 5.5 mA 	 (1.00 / 1.00) 
1295.	 9.9 	 C2 - 1.5 mA	 C3 - 5.0 mA 	 (1.00 / 1.00) 
1296.	 8.5 	 C2 - 1.5 mA	 C3 - 5.5 mA 	 (1.00 / 1.00) 
