			3389-Left	3389-Right
1113.	 1.7 	 C3 - 1.5 mA	 C2 - 5.0 mA 	 (0.90 / 0.96) 
1114.	 1.6 	 C1 - 3.5 mA	 C2 - 5.0 mA 	 (1.00 / 0.96) 
1115.	 1.6 	 C2 - 3.0 mA	 C3 - 5.5 mA 	 (0.99 / 0.76) 
1116.	 1.3 	 C2 - 3.5 mA	 C2 - 2.0 mA 	 (0.98 / 1.00) 
1117.	 1.2 	 C0 - 5.5 mA	 C3 - 5.5 mA 	 (1.00 / 0.76) 
1118.	 1.0 	 C2 - 5.0 mA	 C2 - 2.0 mA 	 (0.94 / 1.00) 
1119.	 0.9 	 C1 - 5.5 mA	 C2 - 4.5 mA 	 (1.00 / 0.97) 
1120.	 0.9 	 C1 - 2.5 mA	 C2 - 4.5 mA 	 (1.00 / 0.97) 
1121.	 0.9 	 C0 - 4.0 mA	 C3 - 4.5 mA 	 (1.00 / 0.78) 
1122.	 0.6 	 C0 - 2.5 mA	 C3 - 4.0 mA 	 (1.00 / 0.79) 
1123.	 0.6 	 C1 - 4.0 mA	 C3 - 2.5 mA 	 (1.00 / 0.85) 
1124.	 0.6 	 C0 - 3.5 mA	 C3 - 4.0 mA 	 (1.00 / 0.79) 
1125.	 0.6 	 C0 - 2.0 mA	 C2 - 5.0 mA 	 (1.00 / 0.96) 
1126.	 0.5 	 C2 - 2.0 mA	 C2 - 3.0 mA 	 (1.00 / 0.99) 
1127.	 0.4 	 C2 - 5.5 mA	 C2 - 2.0 mA 	 (0.93 / 1.00) 
1128.	 0.4 	 C1 - 2.0 mA	 C2 - 4.5 mA 	 (1.00 / 0.97) 
1129.	 0.3 	 C2 - 3.5 mA	 C3 - 5.5 mA 	 (0.98 / 0.76) 
1130.	 0.1 	 C2 - 4.0 mA	 C3 - 5.5 mA 	 (0.96 / 0.76) 
1131.	 0.1 	 C0 - 1.5 mA	 C3 - 3.5 mA 	 (1.00 / 0.81) 
1132.	 0.0 	 C2 - 4.5 mA	 C3 - 5.5 mA 	 (0.95 / 0.76) 
1133.	 -0.3 	 C1 - 3.0 mA	 C3 - 2.0 mA 	 (1.00 / 0.87) 
1134.	 -0.9 	 C2 - 4.0 mA	 C2 - 2.0 mA 	 (0.96 / 1.00) 
1135.	 -0.9 	 C0 - 3.0 mA	 C3 - 4.0 mA 	 (1.00 / 0.79) 
1136.	 -0.9 	 C0 - 5.0 mA	 C3 - 5.5 mA 	 (1.00 / 0.76) 
1137.	 -1.0 	 C1 - 4.0 mA	 C2 - 5.5 mA 	 (1.00 / 0.95) 
1138.	 -1.0 	 C0 - 4.5 mA	 C3 - 5.0 mA 	 (1.00 / 0.77) 
1139.	 -1.1 	 C2 - 2.5 mA	 C2 - 3.0 mA 	 (1.00 / 0.99) 
1140.	 -1.1 	 C1 - 5.0 mA	 C2 - 5.0 mA 	 (1.00 / 0.96) 
1141.	 -1.2 	 C2 - 3.0 mA	 C2 - 2.5 mA 	 (0.99 / 0.99) 
1142.	 -1.3 	 C0 - 2.5 mA	 C3 - 4.5 mA 	 (1.00 / 0.78) 
1143.	 -1.3 	 C0 - 3.5 mA	 C3 - 4.5 mA 	 (1.00 / 0.78) 
1144.	 -1.5 	 C1 - 3.0 mA	 C2 - 5.0 mA 	 (1.00 / 0.96) 
1145.	 -1.5 	 C1 - 4.5 mA	 C2 - 5.5 mA 	 (1.00 / 0.95) 
1146.	 -1.5 	 C1 - 2.0 mA	 C3 - 2.0 mA 	 (1.00 / 0.87) 
1147.	 -1.6 	 C1 - 5.5 mA	 C3 - 3.0 mA 	 (1.00 / 0.83) 
1148.	 -1.7 	 C2 - 4.5 mA	 C2 - 2.0 mA 	 (0.95 / 1.00) 
1149.	 -1.8 	 C0 - 1.5 mA	 C2 - 4.5 mA 	 (1.00 / 0.97) 
1150.	 -2.0 	 C0 - 4.0 mA	 C3 - 5.0 mA 	 (1.00 / 0.77) 
1151.	 -2.4 	 C1 - 3.5 mA	 C2 - 5.5 mA 	 (1.00 / 0.95) 
1152.	 -2.7 	 C0 - 3.0 mA	 C3 - 4.5 mA 	 (1.00 / 0.78) 
1153.	 -3.0 	 C3 - 1.5 mA	 C2 - 5.5 mA 	 (0.90 / 0.95) 
1154.	 -3.2 	 C0 - 2.0 mA	 C3 - 4.0 mA 	 (1.00 / 0.79) 
1155.	 -3.5 	 C1 - 1.5 mA	 C2 - 5.0 mA 	 (1.00 / 0.96) 
1156.	 -3.8 	 C1 - 5.0 mA	 C3 - 3.0 mA 	 (1.00 / 0.83) 
1157.	 -3.9 	 C0 - 4.5 mA	 C3 - 5.5 mA 	 (1.00 / 0.76) 
1158.	 -3.9 	 C1 - 4.5 mA	 C3 - 3.0 mA 	 (1.00 / 0.83) 
1159.	 -3.9 	 C2 - 1.5 mA	 C2 - 3.5 mA 	 (1.00 / 0.98) 
1160.	 -4.0 	 C1 - 2.5 mA	 C3 - 2.0 mA 	 (1.00 / 0.87) 
1161.	 -4.1 	 C1 - 2.5 mA	 C2 - 5.0 mA 	 (1.00 / 0.96) 
1162.	 -4.2 	 C1 - 5.5 mA	 C2 - 5.0 mA 	 (1.00 / 0.96) 
1163.	 -4.4 	 C0 - 3.5 mA	 C3 - 5.0 mA 	 (1.00 / 0.77) 
1164.	 -4.6 	 C2 - 3.0 mA	 C2 - 3.0 mA 	 (0.99 / 0.99) 
1165.	 -4.7 	 C1 - 3.5 mA	 C3 - 2.5 mA 	 (1.00 / 0.85) 
1166.	 -4.8 	 C0 - 2.0 mA	 C2 - 5.5 mA 	 (1.00 / 0.95) 
1167.	 -4.8 	 C0 - 2.0 mA	 C3 - 4.5 mA 	 (1.00 / 0.78) 
1168.	 -4.9 	 C0 - 2.5 mA	 C3 - 5.0 mA 	 (1.00 / 0.77) 
1169.	 -5.0 	 C0 - 4.0 mA	 C3 - 5.5 mA 	 (1.00 / 0.76) 
1170.	 -5.0 	 C1 - 2.0 mA	 C2 - 5.0 mA 	 (1.00 / 0.96) 
1171.	 -5.2 	 C1 - 5.0 mA	 C2 - 5.5 mA 	 (1.00 / 0.95) 
1172.	 -5.4 	 C2 - 5.0 mA	 C2 - 2.5 mA 	 (0.94 / 0.99) 
1173.	 -5.5 	 C1 - 3.0 mA	 C2 - 5.5 mA 	 (1.00 / 0.95) 
1174.	 -5.8 	 C2 - 3.5 mA	 C2 - 2.5 mA 	 (0.98 / 0.99) 
1175.	 -5.9 	 C2 - 5.5 mA	 C2 - 2.5 mA 	 (0.93 / 0.99) 
1176.	 -5.9 	 C0 - 3.0 mA	 C3 - 5.0 mA 	 (1.00 / 0.77) 
1177.	 -6.2 	 C1 - 5.5 mA	 C3 - 3.5 mA 	 (1.00 / 0.81) 
1178.	 -6.2 	 C1 - 1.5 mA	 C3 - 3.0 mA 	 (1.00 / 0.83) 
1179.	 -7.3 	 C0 - 3.5 mA	 C3 - 5.5 mA 	 (1.00 / 0.76) 
1180.	 -7.5 	 C2 - 4.0 mA	 C2 - 2.5 mA 	 (0.96 / 0.99) 
1181.	 -7.8 	 C2 - 5.0 mA	 C2 - 3.0 mA 	 (0.94 / 0.99) 
1182.	 -8.1 	 C0 - 2.5 mA	 C3 - 5.5 mA 	 (1.00 / 0.76) 
1183.	 -8.2 	 C2 - 5.5 mA	 C2 - 3.0 mA 	 (0.93 / 0.99) 
1184.	 -8.2 	 C2 - 4.5 mA	 C2 - 2.5 mA 	 (0.95 / 0.99) 
1185.	 -8.2 	 C1 - 5.5 mA	 C2 - 5.5 mA 	 (1.00 / 0.95) 
1186.	 -8.2 	 C1 - 2.5 mA	 C2 - 5.5 mA 	 (1.00 / 0.95) 
1187.	 -8.3 	 C1 - 1.5 mA	 C2 - 5.5 mA 	 (1.00 / 0.95) 
1188.	 -8.7 	 C2 - 2.0 mA	 C2 - 3.5 mA 	 (1.00 / 0.98) 
1189.	 -8.7 	 C0 - 2.0 mA	 C3 - 5.0 mA 	 (1.00 / 0.77) 
1190.	 -8.7 	 C0 - 1.5 mA	 C3 - 4.0 mA 	 (1.00 / 0.79) 
1191.	 -8.8 	 C2 - 3.5 mA	 C2 - 3.0 mA 	 (0.98 / 0.99) 
1192.	 -8.9 	 C0 - 3.0 mA	 C3 - 5.5 mA 	 (1.00 / 0.76) 
1193.	 -8.9 	 C0 - 1.5 mA	 C2 - 5.0 mA 	 (1.00 / 0.96) 
1194.	 -8.9 	 C1 - 5.0 mA	 C3 - 3.5 mA 	 (1.00 / 0.81) 
1195.	 -9.1 	 C1 - 4.0 mA	 C3 - 3.0 mA 	 (1.00 / 0.83) 
1196.	 -9.3 	 C1 - 2.0 mA	 C2 - 5.5 mA 	 (1.00 / 0.95) 
1197.	 -9.3 	 C2 - 2.5 mA	 C2 - 3.5 mA 	 (1.00 / 0.98) 
1198.	 -9.9 	 C0 - 1.5 mA	 C3 - 4.5 mA 	 (1.00 / 0.78) 
1199.	 -10.0 	 C1 - 4.5 mA	 C3 - 3.5 mA 	 (1.00 / 0.81) 
1200.	 -10.1 	 C2 - 4.0 mA	 C2 - 3.0 mA 	 (0.96 / 0.99) 
1201.	 -10.6 	 C2 - 4.5 mA	 C2 - 3.0 mA 	 (0.95 / 0.99) 
1202.	 -11.3 	 C1 - 3.0 mA	 C3 - 2.5 mA 	 (1.00 / 0.85) 
1203.	 -11.6 	 C1 - 2.0 mA	 C3 - 2.5 mA 	 (1.00 / 0.85) 
1204.	 -11.7 	 C0 - 2.0 mA	 C3 - 5.5 mA 	 (1.00 / 0.76) 
1205.	 -11.7 	 C1 - 1.5 mA	 C3 - 3.5 mA 	 (1.00 / 0.81) 
1206.	 -12.1 	 C2 - 3.0 mA	 C2 - 3.5 mA 	 (0.99 / 0.98) 
1207.	 -12.2 	 C2 - 1.5 mA	 C2 - 4.0 mA 	 (1.00 / 0.97) 
1208.	 -12.4 	 C1 - 5.5 mA	 C3 - 4.0 mA 	 (1.00 / 0.79) 
1209.	 -13.0 	 C1 - 5.5 mA	 C3 - 4.5 mA 	 (1.00 / 0.78) 
1210.	 -13.3 	 C2 - 5.0 mA	 C2 - 3.5 mA 	 (0.94 / 0.98) 
1211.	 -13.4 	 C2 - 5.5 mA	 C2 - 3.5 mA 	 (0.93 / 0.98) 
1212.	 -13.7 	 C0 - 1.5 mA	 C3 - 5.0 mA 	 (1.00 / 0.77) 
1213.	 -14.4 	 C1 - 2.5 mA	 C3 - 2.5 mA 	 (1.00 / 0.85) 
1214.	 -14.4 	 C0 - 1.5 mA	 C2 - 5.5 mA 	 (1.00 / 0.95) 
1215.	 -14.4 	 C1 - 3.5 mA	 C3 - 3.0 mA 	 (1.00 / 0.83) 
1216.	 -14.8 	 C1 - 5.5 mA	 C3 - 5.0 mA 	 (1.00 / 0.77) 
1217.	 -15.5 	 C1 - 5.0 mA	 C3 - 4.0 mA 	 (1.00 / 0.79) 
1218.	 -15.5 	 C1 - 4.0 mA	 C3 - 3.5 mA 	 (1.00 / 0.81) 
1219.	 -15.5 	 C2 - 3.5 mA	 C2 - 3.5 mA 	 (0.98 / 0.98) 
1220.	 -15.9 	 C2 - 2.5 mA	 C2 - 4.0 mA 	 (1.00 / 0.97) 
1221.	 -15.9 	 C2 - 2.0 mA	 C2 - 4.0 mA 	 (1.00 / 0.97) 
1222.	 -16.0 	 C1 - 5.0 mA	 C3 - 4.5 mA 	 (1.00 / 0.78) 
1223.	 -16.3 	 C2 - 4.0 mA	 C2 - 3.5 mA 	 (0.96 / 0.98) 
1224.	 -16.4 	 C0 - 1.5 mA	 C3 - 5.5 mA 	 (1.00 / 0.76) 
1225.	 -16.4 	 C2 - 1.5 mA	 C2 - 4.5 mA 	 (1.00 / 0.97) 
1226.	 -16.4 	 C2 - 4.5 mA	 C2 - 3.5 mA 	 (0.95 / 0.98) 
1227.	 -16.8 	 C1 - 5.5 mA	 C3 - 5.5 mA 	 (1.00 / 0.76) 
1228.	 -17.1 	 C1 - 4.5 mA	 C3 - 4.0 mA 	 (1.00 / 0.79) 
1229.	 -17.1 	 C2 - 5.5 mA	 C2 - 4.0 mA 	 (0.93 / 0.97) 
1230.	 -17.3 	 C2 - 5.0 mA	 C2 - 4.0 mA 	 (0.94 / 0.97) 
1231.	 -17.7 	 C1 - 5.0 mA	 C3 - 5.0 mA 	 (1.00 / 0.77) 
1232.	 -17.8 	 C1 - 4.5 mA	 C3 - 4.5 mA 	 (1.00 / 0.78) 
1233.	 -17.9 	 C2 - 3.0 mA	 C2 - 4.0 mA 	 (0.99 / 0.97) 
1234.	 -18.6 	 C2 - 5.5 mA	 C2 - 4.5 mA 	 (0.93 / 0.97) 
1235.	 -18.8 	 C2 - 5.0 mA	 C2 - 4.5 mA 	 (0.94 / 0.97) 
1236.	 -18.9 	 C2 - 2.5 mA	 C2 - 4.5 mA 	 (1.00 / 0.97) 
1237.	 -19.1 	 C1 - 1.5 mA	 C3 - 4.0 mA 	 (1.00 / 0.79) 
1238.	 -19.5 	 C2 - 2.0 mA	 C2 - 4.5 mA 	 (1.00 / 0.97) 
1239.	 -19.5 	 C1 - 4.5 mA	 C3 - 5.0 mA 	 (1.00 / 0.77) 
1240.	 -19.6 	 C1 - 5.0 mA	 C3 - 5.5 mA 	 (1.00 / 0.76) 
1241.	 -19.8 	 C1 - 1.5 mA	 C3 - 4.5 mA 	 (1.00 / 0.78) 
1242.	 -20.0 	 C1 - 2.0 mA	 C3 - 3.0 mA 	 (1.00 / 0.83) 
1243.	 -20.5 	 C1 - 3.0 mA	 C3 - 3.0 mA 	 (1.00 / 0.83) 
1244.	 -20.5 	 C2 - 3.0 mA	 C2 - 4.5 mA 	 (0.99 / 0.97) 
1245.	 -20.7 	 C2 - 4.5 mA	 C2 - 4.0 mA 	 (0.95 / 0.97) 
1246.	 -20.7 	 C2 - 3.5 mA	 C2 - 4.0 mA 	 (0.98 / 0.97) 
1247.	 -20.8 	 C1 - 3.5 mA	 C3 - 3.5 mA 	 (1.00 / 0.81) 
1248.	 -20.9 	 C2 - 4.0 mA	 C2 - 4.0 mA 	 (0.96 / 0.97) 
1249.	 -21.5 	 C1 - 4.5 mA	 C3 - 5.5 mA 	 (1.00 / 0.76) 
1250.	 -21.9 	 C2 - 5.5 mA	 C2 - 5.0 mA 	 (0.93 / 0.96) 
1251.	 -22.1 	 C1 - 1.5 mA	 C3 - 5.0 mA 	 (1.00 / 0.77) 
1252.	 -22.3 	 C2 - 4.5 mA	 C2 - 4.5 mA 	 (0.95 / 0.97) 
1253.	 -22.3 	 C2 - 5.0 mA	 C2 - 5.0 mA 	 (0.94 / 0.96) 
1254.	 -22.6 	 C1 - 4.0 mA	 C3 - 4.0 mA 	 (1.00 / 0.79) 
1255.	 -22.7 	 C2 - 4.0 mA	 C2 - 4.5 mA 	 (0.96 / 0.97) 
1256.	 -22.8 	 C2 - 3.5 mA	 C2 - 4.5 mA 	 (0.98 / 0.97) 
1257.	 -23.0 	 C1 - 2.5 mA	 C3 - 3.0 mA 	 (1.00 / 0.83) 
1258.	 -23.3 	 C1 - 4.0 mA	 C3 - 4.5 mA 	 (1.00 / 0.78) 
1259.	 -24.1 	 C2 - 5.5 mA	 C2 - 5.5 mA 	 (0.93 / 0.95) 
1260.	 -24.2 	 C1 - 1.5 mA	 C3 - 5.5 mA 	 (1.00 / 0.76) 
1261.	 -24.6 	 C2 - 1.5 mA	 C2 - 5.0 mA 	 (1.00 / 0.96) 
1262.	 -24.6 	 C1 - 4.0 mA	 C3 - 5.0 mA 	 (1.00 / 0.77) 
1263.	 -24.7 	 C2 - 5.0 mA	 C2 - 5.5 mA 	 (0.94 / 0.95) 
1264.	 -25.1 	 C2 - 2.5 mA	 C2 - 5.0 mA 	 (1.00 / 0.96) 
1265.	 -25.2 	 C1 - 2.0 mA	 C3 - 3.5 mA 	 (1.00 / 0.81) 
1266.	 -26.0 	 C2 - 3.0 mA	 C2 - 5.0 mA 	 (0.99 / 0.96) 
1267.	 -26.1 	 C2 - 4.5 mA	 C2 - 5.0 mA 	 (0.95 / 0.96) 
1268.	 -26.4 	 C1 - 3.0 mA	 C3 - 3.5 mA 	 (1.00 / 0.81) 
1269.	 -26.5 	 C1 - 4.0 mA	 C3 - 5.5 mA 	 (1.00 / 0.76) 
1270.	 -26.5 	 C2 - 2.0 mA	 C2 - 5.0 mA 	 (1.00 / 0.96) 
1271.	 -26.8 	 C2 - 4.0 mA	 C2 - 5.0 mA 	 (0.96 / 0.96) 
1272.	 -27.5 	 C2 - 3.5 mA	 C2 - 5.0 mA 	 (0.98 / 0.96) 
1273.	 -27.6 	 C1 - 3.5 mA	 C3 - 4.0 mA 	 (1.00 / 0.79) 
1274.	 -28.2 	 C1 - 3.5 mA	 C3 - 4.5 mA 	 (1.00 / 0.78) 
1275.	 -28.4 	 C1 - 2.5 mA	 C3 - 3.5 mA 	 (1.00 / 0.81) 
1276.	 -28.6 	 C2 - 4.5 mA	 C2 - 5.5 mA 	 (0.95 / 0.95) 
1277.	 -28.9 	 C2 - 2.5 mA	 C2 - 5.5 mA 	 (1.00 / 0.95) 
1278.	 -29.3 	 C1 - 3.5 mA	 C3 - 5.0 mA 	 (1.00 / 0.77) 
1279.	 -29.4 	 C2 - 3.0 mA	 C2 - 5.5 mA 	 (0.99 / 0.95) 
1280.	 -29.4 	 C2 - 4.0 mA	 C2 - 5.5 mA 	 (0.96 / 0.95) 
1281.	 -29.8 	 C2 - 1.5 mA	 C2 - 5.5 mA 	 (1.00 / 0.95) 
1282.	 -30.5 	 C2 - 3.5 mA	 C2 - 5.5 mA 	 (0.98 / 0.95) 
1283.	 -30.8 	 C2 - 2.0 mA	 C2 - 5.5 mA 	 (1.00 / 0.95) 
1284.	 -31.0 	 C1 - 3.5 mA	 C3 - 5.5 mA 	 (1.00 / 0.76) 
1285.	 -31.3 	 C1 - 2.0 mA	 C3 - 4.0 mA 	 (1.00 / 0.79) 
1286.	 -31.4 	 C1 - 2.0 mA	 C3 - 4.5 mA 	 (1.00 / 0.78) 
1287.	 -32.5 	 C1 - 2.0 mA	 C3 - 5.0 mA 	 (1.00 / 0.77) 
1288.	 -32.6 	 C1 - 3.0 mA	 C3 - 4.0 mA 	 (1.00 / 0.79) 
1289.	 -33.0 	 C1 - 3.0 mA	 C3 - 4.5 mA 	 (1.00 / 0.78) 
1290.	 -33.7 	 C1 - 3.0 mA	 C3 - 5.0 mA 	 (1.00 / 0.77) 
1291.	 -34.1 	 C1 - 2.0 mA	 C3 - 5.5 mA 	 (1.00 / 0.76) 
1292.	 -34.3 	 C1 - 2.5 mA	 C3 - 4.0 mA 	 (1.00 / 0.79) 
1293.	 -34.4 	 C1 - 2.5 mA	 C3 - 4.5 mA 	 (1.00 / 0.78) 
1294.	 -35.1 	 C1 - 2.5 mA	 C3 - 5.0 mA 	 (1.00 / 0.77) 
1295.	 -35.2 	 C1 - 3.0 mA	 C3 - 5.5 mA 	 (1.00 / 0.76) 
1296.	 -36.6 	 C1 - 2.5 mA	 C3 - 5.5 mA 	 (1.00 / 0.76) 
